filename,chroma stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49
../Trainingdata/VocalSound/Cough\f0037_0_cough.wav,0.4654667,0.049402792,4016.8767259423157,2954.146633653173,7803.3549647177415,0.26591796875,-329.15097,14.818904,-14.881783,-1.8825266,-6.98069,-8.154276,-19.590254,-8.987509,0.3922762,7.835076,-4.027456,2.9545126,0.27984032,8.467179,-10.228037,-7.217078,-2.7813303,-6.547285,-6.067098,-0.8456137,-4.624407,5.122821,-4.9599323,6.6661296,-2.751039,-0.25712645,-4.6009974,-2.0890145,-1.8872318,0.8124877,-2.5589921,1.6970252,-1.8939928,0.25291196,-4.1577883,0.70163345,-2.0796254,0.80708665,-2.6975965,1.7055198,-0.78233016,0.31250796,-1.3569854,-0.38993537,-1.1511889,0.04626342,-2.4980836,-0.82498026,-2.086418,-0.22814178
../Trainingdata/VocalSound/Cough\f0039_0_cough.wav,0.50790673,0.018473102,3150.1791711095493,2594.305781465114,6211.5342517827185,0.22990181942114093,-479.15338,22.65191,-7.0790477,2.4137285,-6.766736,-4.498102,-12.438405,-8.626533,-4.7628856,-5.483118,-6.2611675,-2.1863842,-4.8332224,-2.0554032,-7.2508717,-4.5558624,-1.4225974,-0.38900086,-5.0164647,-0.53423434,-1.2879544,0.55192626,-0.9460883,-2.2578583,-0.63589585,3.9764986,-1.9390931,0.9449145,1.355043,0.77005565,-1.1119803,0.8707464,-0.18237355,0.7622459,0.4893616,0.3565723,0.40339178,0.5436159,0.28146806,-0.7562526,-0.354355,-0.21262228,-1.1555538,0.6049533,0.7595662,-0.19665128,-1.0226465,0.47226372,-0.27694118,-0.20146887
../Trainingdata/VocalSound/Cough\f0043_0_cough.wav,0.444847,0.053306732,3300.258398490346,2520.1486018146043,6175.151609979282,0.29052194837707185,-361.74362,27.610962,5.0919333,-0.35860246,-19.36386,-0.30963185,-11.079946,-19.216549,-19.558668,-1.9596199,-14.571318,-7.8516555,-3.4781158,-2.5527093,-4.7010603,-4.3943124,-2.7930107,0.7988501,-10.66823,3.1437652,-5.1193213,1.8808749,0.14324816,-0.8734452,-6.0833254,1.2536025,-4.218511,0.79068357,-2.6708882,0.33275694,-2.2204063,0.38837457,-0.32955527,-2.0845494,-0.6132106,2.5142286,-0.6397019,1.6859033,0.15737481,3.0318947,2.6790295,2.3549805,0.46317413,2.1492815,1.6870267,1.6514387,0.31776598,0.48589122,1.1063769,0.05210242
../Trainingdata/VocalSound/Cough\f0052_0_cough.wav,0.43515038,0.067284465,2703.884177327599,2546.966184307516,5417.0023318472995,0.15344069208795014,-344.46152,55.55893,14.643405,8.719644,-5.6990957,-6.291237,-12.932076,-9.129083,-11.0129385,-12.969064,-12.827977,-3.9557476,-9.282582,-8.430432,-10.513393,-9.26478,-10.31448,-1.1180658,-5.9519954,-1.4818401,-5.7073727,-2.0415716,-1.5410379,-0.61445284,-2.1099308,-2.4411829,-5.831882,0.757452,1.3571749,-0.12526777,-3.68487,0.7702226,-3.1792445,-0.24522749,-0.3633687,-1.3973143,-0.88497984,0.98950654,-0.09831851,1.8164759,-0.3017525,0.7238482,-0.023768714,3.0018423,0.44830018,0.5556643,-0.3648977,1.652672,0.12473209,-0.3115525
../Trainingdata/VocalSound/Cough\f0053_0_cough.wav,0.39413115,0.06328025,2284.1254005374394,1769.1255136862167,4349.472974694293,0.1601615574048913,-328.0129,83.836975,-33.509735,8.849445,-46.366142,14.298936,-15.022688,-11.24536,-7.6689544,-7.3522444,9.269965,-12.163488,-0.16813265,-12.486453,-9.85971,-4.6738057,-12.339414,-9.529133,-12.629987,-0.2742398,-2.2898085,-3.8568113,3.0455155,-2.4290824,-6.0795813,7.664773,4.8013067,-4.0530653,1.0680908,-1.1180655,2.2640593,2.1549895,-4.814554,-2.9280677,0.9777974,-2.3264458,-4.718243,-3.7389076,-1.0908809,-4.8701105,-2.791336,2.1408954,-0.5270445,-1.5943655,-2.321316,0.84478754,-2.987439,-1.567949,-1.4732798,0.028771613
../Trainingdata/VocalSound/Cough\f0057_0_cough.wav,0.37502387,0.054946974,1919.9307553769795,2028.6084466597156,3747.9634947695977,0.1081149860963983,-397.5296,84.63468,-9.579819,8.778248,-10.378419,-16.121466,-0.33981258,-6.689385,-7.9539638,-5.626986,-5.301609,-7.2988873,-8.376747,-4.2325935,-4.427361,-1.5092471,-8.872782,-8.025651,-9.368421,-3.0778012,-4.0755696,-2.440064,-5.6103506,-0.5589011,-1.0851687,1.2170743,-2.5844948,0.693065,-3.4152982,-3.0690043,-3.1305552,-2.2772136,-2.8924675,0.16390721,-2.6875532,-2.9479845,-2.7465627,0.413752,-1.2218127,0.4713769,-0.36817548,-1.1149471,-0.30333158,0.6431237,-0.25225896,-1.2820266,-1.2188579,1.3756341,-0.57207793,-0.6448492
../Trainingdata/VocalSound/Cough\f0060_0_cough.wav,0.20243055,0.019882092,1718.0904946365736,1012.9122412436172,2810.969669117647,0.10461569393382353,-502.983,20.639643,-17.765665,8.230429,-7.976145,-2.4204714,-11.836106,2.250964,-5.354552,1.789225,-5.860708,-2.3137043,0.83779854,-2.9813592,-3.088208,-2.2881184,-1.0027653,-1.7604122,-1.8168705,-0.3222972,-2.3086183,-1.7716072,0.26268592,1.9851525,-2.871272,0.003996501,-1.0380207,-1.830021,0.27366298,-2.3804035,-0.1350384,-3.2535062,0.017422054,-1.4668353,0.009425421,-1.3653153,-0.13041174,-0.9696973,-1.7119633,-0.68786705,-1.7911501,-0.6906634,-1.0699651,-0.27089223,-0.6816371,0.04973975,-0.9201233,0.7190497,-0.5607655,0.2191909
../Trainingdata/VocalSound/Cough\f0061_0_cough.wav,0.46888682,0.023730798,2658.875835875491,1858.9209394229326,4798.089640030008,0.23470806601821192,-448.8605,54.72155,-51.7438,14.020529,-27.728924,8.433771,-8.5462885,-6.0511756,-3.1230524,-5.0002303,2.5669334,-6.020074,-1.0890129,-4.2993584,4.0793157,-4.29809,-4.442217,-0.83427894,-8.094512,0.8898762,-1.1793488,-2.1714652,-3.0339222,3.2164364,-0.7368846,1.613621,0.025915032,-5.0004478,1.6286048,-2.3341906,-1.4155346,0.27316335,-3.0716674,-1.6851174,-1.3178782,-1.370384,0.50265616,-3.044919,-0.97346467,0.27165887,-3.4141243,-0.71859473,-1.6755973,-1.3750544,-0.31494212,-0.14505197,-1.5414743,-0.0549268,-0.4102182,-0.09894629
../Trainingdata/VocalSound/Cough\f0067_0_cough.wav,0.41901442,0.068754196,1974.6314464640952,1832.5708865348427,3769.9286488439307,0.123190819183526,-361.1815,59.198288,-2.817736,23.972216,-25.291246,-1.5225248,-18.065346,-9.123495,-2.441903,-8.870496,-9.368523,-6.2685943,2.0069337,0.69572246,-10.650907,-15.252032,-4.9318523,-2.143817,-2.7560875,0.046671674,-5.675844,0.39175802,-0.91028017,-2.5084906,-0.019107886,5.4447417,0.4800849,3.4285638,0.11789558,-1.131679,3.2442458,-2.5344179,1.5773969,-3.3855877,0.46709293,-1.3176969,-2.2724776,-3.4589996,-3.0037193,-2.3503242,-4.727701,0.0064688004,-1.5511699,-0.55723995,-1.0567327,0.509665,-3.0218358,0.52921826,-0.39533216,-0.31622398
../Trainingdata/VocalSound/Cough\f0073_0_cough.wav,0.3815048,0.027362233,3076.365420822437,2175.368398416902,5608.357484879032,0.3423279089861751,-477.18857,28.345306,-30.809881,19.115864,-16.10652,13.300612,-11.336732,-9.000441,-9.262063,6.7747264,-0.20915173,-8.864176,3.4952066,-4.210854,1.9175719,-5.4796863,-1.22878,-4.095352,-0.931509,-3.0709896,-3.1394246,0.9877418,-0.105971865,3.3623354,-2.0228083,2.6496537,-1.259868,1.3565471,2.2599611,1.4245245,0.6471337,-0.85990626,-0.05967927,-1.8602394,1.5151091,-2.8909152,-0.14103498,-0.49473432,-0.32617116,0.26572174,-0.37258992,0.85277224,-0.6982667,0.83500254,-1.0083265,0.6670867,-0.64487803,-0.6379633,-0.941727,-0.25754052
../Trainingdata/VocalSound/Cough\f0074_0_cough.wav,0.52256733,0.03990483,2564.039294674009,2210.7404719645792,4937.5458263960045,0.3096423539959016,-424.28055,39.351482,-7.598367,4.842212,-7.448203,1.3626041,-5.850727,-7.184395,-7.1183376,1.6135162,-3.8791876,-2.349658,-5.8209333,1.22662,-2.8600526,-4.8696876,-4.813943,-1.108551,-2.2517467,-1.5173868,0.9415007,-2.164439,-2.1690578,-0.47252548,-1.8964866,-0.48589784,-0.21066663,-1.7689971,-1.3613794,0.5419679,-2.2952447,-0.9167142,-1.2163155,-0.29890743,-0.9280605,-1.4778078,-0.82412153,0.18217468,-0.09637948,0.53187037,-0.2967001,0.94231176,0.3712973,0.0115705,-0.2598451,0.08276364,0.17759681,0.41308877,-0.91298056,-0.066759765
../Trainingdata/VocalSound/Cough\f0077_0_cough.wav,0.37076154,0.065216474,1969.2022292660436,1762.3719933025664,3648.80126953125,0.131064453125,-353.77344,63.661087,-28.062534,6.145831,-11.702473,3.2324448,-13.147878,-4.864358,-13.663908,0.5006107,-13.714266,-14.042405,-4.438443,-6.6780987,-4.024808,-5.0129395,-5.3389707,-5.4190884,-12.577162,-2.893399,-3.6411815,-8.889742,-0.77285963,-0.16105127,1.3156742,-3.9280791,3.4373925,0.9694007,-0.34185436,-0.9928365,-4.979744,-4.025518,-3.0292628,-3.0738354,-4.1437354,-2.7842445,-1.9432136,2.2735834,-3.185214,-1.2783237,3.2065609,1.0443635,-0.66100913,0.9800929,1.5484307,0.46939436,1.109907,0.85577196,-1.2144145,-0.75281215
../Trainingdata/VocalSound/Cough\f0080_0_cough.wav,0.48221517,0.061942983,2183.1486763696466,2067.1356452232762,4486.216905381944,0.1575370129243827,-389.6743,39.862545,-8.787151,7.049402,-6.8326664,-2.2708733,-18.06447,-3.5869005,-9.474817,7.214235,-10.533331,-5.8312135,-0.5955551,-5.395743,-5.072873,-6.319491,-2.6992695,-0.6420937,-1.0934119,3.9234471,-1.2075222,-5.7606277,2.7051268,0.22338904,-3.69458,-0.591232,0.26326814,-2.1443827,1.584924,-0.8345949,-0.31295314,1.2802691,0.6676733,-3.0552604,-1.8303467,0.28524405,-1.7092727,-1.4283061,1.497637,0.48502567,-1.317174,0.6602312,-0.16165072,-0.897136,-1.7802612,-0.63564837,-1.6982727,0.7332731,-0.99974614,-1.5342401
../Trainingdata/VocalSound/Cough\f0081_0_cough.wav,0.5091594,0.05529558,2663.1061151605095,1817.9616027954014,4776.7822265625,0.2458647819562147,-360.04355,63.54359,-39.51574,22.518112,-28.053001,2.109848,-20.685236,-5.1934247,-16.025791,-13.1367035,-1.5321662,-16.111496,5.894436,-13.9258,-1.9832888,-5.120366,-11.324155,0.13364165,-9.129644,-3.2479966,0.38309076,-1.3042395,-4.110186,7.849764,5.679484,0.8241886,0.8440293,-0.029389646,5.1807513,-3.3044443,-1.9687511,2.1700177,0.5595189,0.40555128,2.7465014,-1.1734935,-1.9528426,2.2344065,-1.559611,-1.7229085,-1.4395697,1.779623,-1.0490599,-0.7328483,1.0662341,-1.1007822,1.5489726,-0.219322,1.1132287,0.57177293
../Trainingdata/VocalSound/Cough\f0085_0_cough.wav,0.5994372,0.015704036,3971.292862138563,2898.9250884017783,7554.026169851037,0.5274550680051814,-534.5474,11.845175,-4.0031238,4.2126284,-4.1970363,-6.8844476,-1.5953828,-1.4310507,-3.0078418,-1.7849054,-5.2855825,-3.553984,-2.1491058,-1.0688748,-2.932424,-1.2386156,-1.1584297,-1.1248736,-2.0792358,0.26035768,-1.9304746,0.87589204,-2.1983118,1.0678297,-0.40395927,0.15728582,-0.25641426,-0.03562473,-2.002702,-0.18125568,-2.31569,-0.6863878,-0.4511667,0.22606635,-1.6490018,0.29048753,-1.2495548,-0.084485896,-1.3240108,0.040808495,-0.35536692,0.20997682,-0.012371461,-0.7075573,-0.9327983,0.12637377,-1.331502,-0.34500828,-1.4458302,-0.010375821
../Trainingdata/VocalSound/Cough\f0086_0_cough.wav,0.35549518,0.06281982,1686.4957059834799,1587.841194670001,3391.4794921875,0.1593967013888889,-423.0927,62.286274,-16.593733,1.525501,-14.006343,0.4030669,-8.245394,-16.345346,-4.885435,-3.9239748,-11.455558,-9.528099,-2.3086143,-4.2543387,-5.5624638,-8.489535,-7.1598034,-4.7509947,-7.5203533,-1.9508376,-4.005621,0.37186643,3.810597,-0.38578984,1.2017546,1.1574886,-0.36207688,3.076134,1.2673354,-1.0234262,1.6854088,2.7202437,-1.0645032,-1.1477857,0.37609005,-0.7400971,-1.3730958,-1.2494168,0.26419878,1.2981188,-0.9481589,-0.35871112,-0.3450044,-0.53033876,0.4033778,0.44180652,0.44384253,0.002602564,-0.5958362,0.089485556
../Trainingdata/VocalSound/Cough\f0087_0_cough.wav,0.45446762,0.016938847,2834.606047821279,2696.2118809468775,6110.787207927179,0.2958670799885321,-508.75406,12.61441,-8.205896,7.5124693,-6.6312895,-0.83675593,-1.462144,-1.5775579,-3.619615,-5.724023,-6.595452,-5.5223193,-5.0202856,0.96347255,-4.034266,-6.5952787,-3.5939722,-2.2393491,-2.7619338,-1.7613692,-3.2288918,1.096329,-0.7325116,3.302409,-3.0664153,1.8578646,1.9074156,-0.22475502,1.0991683,1.1042058,0.03997872,-0.78101695,0.89623016,-0.2505831,-0.6478278,0.32836807,-1.0144889,-0.40277523,-1.0768263,0.11948125,-0.69533324,-0.3663314,-0.2130584,-0.7946899,-0.13328767,-0.23577951,-0.6676617,0.016534483,-0.4731278,-0.1672632
../Trainingdata/VocalSound/Cough\f0088_0_cough.wav,0.43698287,0.061779696,3287.839952347341,3015.275925223538,7102.662079909752,0.20641879377693967,-315.33133,47.30724,-0.4431784,-11.635763,5.237741,-6.656236,-9.1606655,-0.0072218794,-4.5301137,3.8295295,-11.684329,-3.8499136,3.977476,6.8000865,-8.417805,-10.476321,-3.1971107,2.713015,-1.6088254,6.395436,-1.8650457,1.7306026,4.6475725,4.221196,-0.6898927,7.334036,-3.8235495,3.13039,-3.7035143,-0.077078015,-0.3707888,-0.08111725,-3.8037047,-0.34129056,-4.898694,2.7161465,-2.0585139,-1.5489194,-4.1147327,0.78079504,-1.7516595,-0.23575145,-0.79927355,0.65471995,-1.1790718,0.459412,-1.5887259,-0.36152562,-0.51429325,0.21787414
../Trainingdata/VocalSound/Cough\f0091_0_cough.wav,0.41428807,0.06046063,2620.61024673049,2451.0100764145714,5341.329283633475,0.15371755826271186,-325.6581,56.142677,-13.725779,3.8861547,-6.752015,-2.4639366,-16.009434,-8.31353,-18.135822,-4.6360607,-9.727812,-7.1168365,4.1273336,-1.0722461,-10.316066,-1.7707961,-6.9839625,-0.5111773,-10.829634,0.84554243,-3.736108,-2.5252466,-5.1073403,2.3619494,-2.7006166,0.8097629,-0.31555033,-0.5411688,-5.0903487,0.061756715,-5.171945,0.4024249,-1.0835633,-0.7595091,-1.7553723,0.8472636,-2.3633306,-0.2832902,-1.7130162,1.4874654,-1.3233856,-0.16681676,-2.5622294,-0.17752346,-0.67340183,-0.5158856,-0.4252015,0.43808275,-0.39015973,0.47458473
../Trainingdata/VocalSound/Cough\f0096_0_cough.wav,0.42155334,0.013562977,1489.1518884379648,1243.4965797135162,2582.0356688348415,0.1856242046097285,-551.6024,58.592567,-29.58881,4.131138,8.460749,-24.206867,-14.084904,-4.991424,-7.395022,3.524851,2.8674886,-4.768981,-1.3205122,-2.1588871,-5.3970356,-1.1118747,-1.0737965,-3.6162622,1.0893444,1.9608127,-2.4009554,-0.35392582,0.7105818,-1.5456253,2.2506874,3.6287127,-0.58936286,0.5459416,2.9547026,0.65877974,-1.2034243,-1.5129375,-1.7505631,-0.7568606,1.1424036,1.4663738,-0.07748151,0.096868336,2.026964,1.6524711,-0.3575407,-0.11663079,1.6208555,0.76427084,-1.3114153,-0.67743003,-0.06072127,-0.79473436,0.032644942,0.21584734
../Trainingdata/VocalSound/Cough\f0098_0_cough.wav,0.800078,4.357797e-06,4843.820316750552,2992.9704704870765,8564.858869368654,0.7974847319162437,-1006.8543,9.951939,-2.6583488,5.2871904,-2.3970087,3.8701506,-2.8222368,3.287668,-2.842014,2.9734716,-3.5306668,2.5386825,-3.8347726,2.5494316,-3.263709,3.275936,-3.8027616,2.2171514,-4.0880585,2.3982077,-3.0420933,2.4598303,-3.4138238,1.8096749,-2.3083432,1.7691377,-2.2334185,1.4051579,-2.5585263,0.98052853,-1.6630533,0.68141365,-1.8022926,0.6669891,-0.8730283,0.7519901,-0.46067926,0.6008049,-0.7575373,0.31233212,-0.21583079,0.890199,-0.08419845,-0.16948539,0.19188374,-0.16091324,0.03506129,-0.29358438,0.32933417,0.001786474
../Trainingdata/VocalSound/Cough\f0099_0_cough.wav,0.16874078,0.018644514,976.8328006020442,765.5548651991885,1879.4813998909883,0.053268077761627904,-508.7832,24.558907,-17.264399,3.685809,-10.894021,5.8465323,-7.7021117,0.6192298,-7.696645,-2.7934206,-2.4969742,-10.606856,-2.7505484,-4.672071,0.039799076,-3.6052892,-2.6185265,-3.7813294,0.5912305,-2.4000702,-2.1507716,0.9503918,-1.5950476,3.113139,-2.2971525,0.07138023,-0.025266899,0.5173462,-0.24628627,-2.367696,0.22202484,0.1578749,-0.5757756,-2.7087767,0.24719709,-2.1304119,-0.19983952,0.3666681,-1.5029787,-0.22990872,-1.1252859,0.48582694,-0.23470215,0.34662157,-0.03426412,-0.3632272,-0.14880499,0.540354,0.4145971,-0.024182098
../Trainingdata/VocalSound/Cough\f0101_0_cough.wav,0.3158512,0.047836922,1149.830936111504,879.8317971029875,1995.5455852004718,0.07284603478773585,-414.537,64.48005,-22.081963,8.367001,-3.8007033,10.871912,4.6360583,-10.993474,-8.065562,-6.723355,-5.112826,-8.430599,-9.093504,-7.2453976,-4.385085,-7.177619,-4.1424966,-1.9892939,-2.3100915,-1.2823179,-3.2041464,-0.071854405,0.23957479,-0.65536416,-2.4199755,-1.3319309,-0.118547454,-2.503481,-2.2637925,-2.5434344,-1.3575191,-2.2858388,-1.7049906,-1.2428483,-1.6298048,0.4137029,-1.0994347,-0.44660085,0.22543551,-0.31258777,0.533093,0.33219054,-0.46962005,-0.37913612,0.592915,-0.6096426,-0.58620566,-0.31927913,-1.0316584,0.1336949
